time,vessel_idx,loc_idx,coord1,coord2,effort,catch_biomass
1,1,2773,72.5,27.499999999999996,1.0,0.00016977088466227656
1,1,2778,77.5,27.499999999999996,1.0,0.0
1,1,2783,82.5,27.499999999999996,1.0,2.2320284801918346e-8
1,1,2788,87.5,27.499999999999996,1.0,0.0
1,1,2793,92.5,27.499999999999996,1.0,0.0003321547152980529
1,1,2798,97.5,27.499999999999996,1.0,5.4335667038628496e-5
1,1,3203,2.5000000000000004,32.50000000000001,1.0,7.108722787619147e-7
1,1,3208,7.5,32.50000000000001,1.0,0.0
1,1,3213,12.5,32.50000000000001,1.0,4.0897900482896905e-5
1,1,3218,17.5,32.50000000000001,1.0,2.467200299059913e-6
1,1,3223,22.5,32.50000000000001,1.0,0.0017287624818922013
1,1,3228,27.499999999999996,32.50000000000001,1.0,0.0005657514442060587
1,1,3233,32.50000000000001,32.50000000000001,1.0,7.217927092853442e-5
1,1,3238,37.50000000000001,32.50000000000001,1.0,4.935811387063584e-10
1,1,3243,42.5,32.50000000000001,1.0,3.373232862721779e-9
1,1,3248,47.5,32.50000000000001,1.0,0.0
1,1,3253,52.50000000000001,32.50000000000001,1.0,5.346427489987692e-6
1,1,3258,57.5,32.50000000000001,1.0,1.0329495260050376e-11
1,1,3263,62.5,32.50000000000001,1.0,5.879491851042981e-7
1,1,3268,67.50000000000001,32.50000000000001,1.0,1.1715247722516235e-7
1,1,3273,72.5,32.50000000000001,1.0,0.0
1,1,3278,77.5,32.50000000000001,1.0,6.4618857698121744e-6
1,1,3283,82.5,32.50000000000001,1.0,1.7959152668296525e-7
1,1,3288,87.5,32.50000000000001,1.0,3.5032772554598162e-6
1,1,3293,92.5,32.50000000000001,1.0,1.1066861377658302e-5
1,1,3298,97.5,32.50000000000001,1.0,5.700959324019315e-5
1,1,3703,2.5000000000000004,37.50000000000001,1.0,7.16223516240831e-7
1,1,3708,7.5,37.50000000000001,1.0,0.0
1,1,3713,12.5,37.50000000000001,1.0,9.835971505388623e-5
1,1,3718,17.5,37.50000000000001,1.0,0.0011447620492838297
1,1,3723,22.5,37.50000000000001,1.0,3.4661266270642937e-7
1,1,3728,27.499999999999996,37.50000000000001,1.0,0.000628313485655794
1,1,3733,32.50000000000001,37.50000000000001,1.0,0.001595823540638353
1,1,3738,37.50000000000001,37.50000000000001,1.0,0.0039598388574888154
1,1,3743,42.5,37.50000000000001,1.0,0.0005850870618072026
1,1,3748,47.5,37.50000000000001,1.0,0.0
1,1,3753,52.50000000000001,37.50000000000001,1.0,9.155735922433787e-7
1,1,3758,57.5,37.50000000000001,1.0,0.0
1,1,3763,62.5,37.50000000000001,1.0,0.0008844439298837299
1,1,3768,67.50000000000001,37.50000000000001,1.0,5.733956755967916e-5
1,1,3773,72.5,37.50000000000001,1.0,0.0
1,1,3778,77.5,37.50000000000001,1.0,5.050993957989327e-10
1,1,3783,82.5,37.50000000000001,1.0,2.5806770603830943e-12
1,1,3788,87.5,37.50000000000001,1.0,3.132808128129881e-7
1,1,3793,92.5,37.50000000000001,1.0,0.00018587799813319592
1,1,3798,97.5,37.50000000000001,1.0,0.0
1,1,4203,2.5000000000000004,42.5,1.0,0.0
1,1,4208,7.5,42.5,1.0,0.0008460091574729712
1,1,4213,12.5,42.5,1.0,3.5658963602335894e-7
1,1,4218,17.5,42.5,1.0,0.0009489855411524644
1,1,4223,22.5,42.5,1.0,0.0
1,1,4228,27.499999999999996,42.5,1.0,7.096090675713664e-6
1,1,4233,32.50000000000001,42.5,1.0,0.00013765436841864584
1,1,4238,37.50000000000001,42.5,1.0,0.0
1,1,4243,42.5,42.5,1.0,0.0
1,1,4248,47.5,42.5,1.0,2.6879486380375003e-5
1,1,4253,52.50000000000001,42.5,1.0,0.00011004036631334765
1,1,4258,57.5,42.5,1.0,0.0002856061015044823
1,1,4263,62.5,42.5,1.0,0.0
1,1,4268,67.50000000000001,42.5,1.0,0.0
1,1,4273,72.5,42.5,1.0,0.00028541343963091667
1,1,4278,77.5,42.5,1.0,0.0
1,1,4283,82.5,42.5,1.0,0.00012326452214534507
1,1,4288,87.5,42.5,1.0,0.0
1,1,4293,92.5,42.5,1.0,0.0
1,1,4298,97.5,42.5,1.0,0.0
1,1,4703,2.5000000000000004,47.5,1.0,0.0
1,1,4708,7.5,47.5,1.0,3.5362442788349665e-5
1,1,4713,12.5,47.5,1.0,0.0
1,1,4718,17.5,47.5,1.0,0.0
1,1,4723,22.5,47.5,1.0,0.00017170562975259924
1,1,4728,27.499999999999996,47.5,1.0,4.898411886942974e-10
1,1,4733,32.50000000000001,47.5,1.0,0.00021748242858046435
1,1,4738,37.50000000000001,47.5,1.0,6.844290705715803e-7
1,1,4743,42.5,47.5,1.0,0.00015598111842112474
1,1,4748,47.5,47.5,1.0,0.0
1,1,4753,52.50000000000001,47.5,1.0,0.0
1,1,4758,57.5,47.5,1.0,0.0
1,1,4763,62.5,47.5,1.0,0.001118463942484841
1,1,4768,67.50000000000001,47.5,1.0,0.0012064511567525594
1,1,4773,72.5,47.5,1.0,1.2643582015227144e-6
1,1,4778,77.5,47.5,1.0,0.0
1,1,4783,82.5,47.5,1.0,0.0
1,1,4788,87.5,47.5,1.0,1.3932821632198665e-5
1,1,4793,92.5,47.5,1.0,4.9126676499556525e-5
1,1,4798,97.5,47.5,1.0,9.282574967487993e-5
1,1,5203,2.5000000000000004,52.50000000000001,1.0,0.00028531025350821924
1,1,5208,7.5,52.50000000000001,1.0,0.0023873698206449494
1,1,5213,12.5,52.50000000000001,1.0,3.154806020142389e-6
1,1,5218,17.5,52.50000000000001,1.0,1.3363127544619932e-5
1,1,5223,22.5,52.50000000000001,1.0,1.8819333314625365e-5
1,1,5228,27.499999999999996,52.50000000000001,1.0,0.0008536914235447861
1,1,5233,32.50000000000001,52.50000000000001,1.0,0.0013760841146093167
1,1,5238,37.50000000000001,52.50000000000001,1.0,3.534887646803791e-5
1,1,5243,42.5,52.50000000000001,1.0,4.628306697081283e-8
1,1,5248,47.5,52.50000000000001,1.0,6.710662126804865e-5
1,1,5253,52.50000000000001,52.50000000000001,1.0,0.0
1,1,5258,57.5,52.50000000000001,1.0,0.0
1,1,5263,62.5,52.50000000000001,1.0,1.4418458431643673e-7
1,1,5268,67.50000000000001,52.50000000000001,1.0,5.5636085760101915e-5
1,1,5273,72.5,52.50000000000001,1.0,0.0
1,1,5278,77.5,52.50000000000001,1.0,1.4615342942623997e-5
1,1,5283,82.5,52.50000000000001,1.0,5.891321965964025e-5
1,1,5288,87.5,52.50000000000001,1.0,0.0
1,1,5293,92.5,52.50000000000001,1.0,1.7486611547847368e-6
1,1,5298,97.5,52.50000000000001,1.0,1.4972668713421174e-7
1,1,5703,2.5000000000000004,57.5,1.0,0.0
1,1,5708,7.5,57.5,1.0,0.0
1,1,5713,12.5,57.5,1.0,1.4404052162125947e-5
1,1,5718,17.5,57.5,1.0,0.0005370242707561087
1,1,5723,22.5,57.5,1.0,0.0002287888894734762
1,1,5728,27.499999999999996,57.5,1.0,1.3387391752190477e-5
1,1,5733,32.50000000000001,57.5,1.0,0.0
1,1,5738,37.50000000000001,57.5,1.0,0.0
1,1,5743,42.5,57.5,1.0,0.0
1,1,5748,47.5,57.5,1.0,0.00027212391414066354
1,1,5753,52.50000000000001,57.5,1.0,0.0
1,1,5758,57.5,57.5,1.0,0.0005898269291988288
1,1,5763,62.5,57.5,1.0,5.276644313195997e-7
1,1,5768,67.50000000000001,57.5,1.0,9.227510165241798e-5
1,1,5773,72.5,57.5,1.0,0.0
1,1,5778,77.5,57.5,1.0,0.0006645742884272051
1,1,5783,82.5,57.5,1.0,7.139641648964174e-5
1,1,5788,87.5,57.5,1.0,5.493885933188018e-10
1,1,5793,92.5,57.5,1.0,8.847623071803623e-7
1,1,5798,97.5,57.5,1.0,2.0486914258755328e-5
1,1,6203,2.5000000000000004,62.5,1.0,0.0
1,1,6208,7.5,62.5,1.0,7.472116800383666e-12
1,1,6213,12.5,62.5,1.0,3.955636207315921e-5
1,1,6218,17.5,62.5,1.0,2.893808163097974e-5
1,1,6223,22.5,62.5,1.0,0.00022601099335660095
1,1,6228,27.499999999999996,62.5,1.0,0.0
1,1,6233,32.50000000000001,62.5,1.0,0.0
1,1,6238,37.50000000000001,62.5,1.0,0.0
1,1,6243,42.5,62.5,1.0,0.0009152836137222252
1,1,6248,47.5,62.5,1.0,5.556637469589248e-5
1,1,6253,52.50000000000001,62.5,1.0,0.0
1,1,6258,57.5,62.5,1.0,0.0
1,1,6263,62.5,62.5,1.0,0.0
1,1,6268,67.50000000000001,62.5,1.0,0.0
1,1,6273,72.5,62.5,1.0,0.0
1,1,6278,77.5,62.5,1.0,0.0
1,1,6283,82.5,62.5,1.0,7.527729583470619e-11
1,1,6288,87.5,62.5,1.0,0.0
1,1,6293,92.5,62.5,1.0,3.581157061740922e-7
1,1,6298,97.5,62.5,1.0,3.982008340294354e-5
1,1,6703,2.5000000000000004,67.50000000000001,1.0,9.767107516957237e-5
1,1,6708,7.5,67.50000000000001,1.0,0.00014423594577317897
1,1,6713,12.5,67.50000000000001,1.0,7.72564895686321e-5
1,1,6718,17.5,67.50000000000001,1.0,0.0
1,1,6723,22.5,67.50000000000001,1.0,0.0
1,1,6728,27.499999999999996,67.50000000000001,1.0,0.0
1,1,6733,32.50000000000001,67.50000000000001,1.0,0.0
1,1,6738,37.50000000000001,67.50000000000001,1.0,0.0
1,1,6743,42.5,67.50000000000001,1.0,0.0
1,1,6748,47.5,67.50000000000001,1.0,0.00019971917028550282
1,1,6753,52.50000000000001,67.50000000000001,1.0,3.832381710596679e-7
1,1,6758,57.5,67.50000000000001,1.0,1.5066913151021955e-14
1,1,6763,62.5,67.50000000000001,1.0,2.042329080327448e-6
1,1,6768,67.50000000000001,67.50000000000001,1.0,1.6679657298475608e-5
1,1,6773,72.5,67.50000000000001,1.0,0.0005678716586684118
1,1,6778,77.5,67.50000000000001,1.0,0.0
1,1,6783,82.5,67.50000000000001,1.0,0.0003676643636179346
1,1,6788,87.5,67.50000000000001,1.0,0.0
1,1,6793,92.5,67.50000000000001,1.0,1.4556826613744063e-5
1,1,6798,97.5,67.50000000000001,1.0,2.7161048659222115e-5
1,1,7203,2.5000000000000004,72.5,1.0,0.0
1,1,7208,7.5,72.5,1.0,0.0
1,1,7213,12.5,72.5,1.0,1.686457216496865e-5
1,1,7218,17.5,72.5,1.0,5.578354456743113e-6
1,1,7223,22.5,72.5,1.0,8.427620483156805e-5
1,1,7228,27.499999999999996,72.5,1.0,6.181591881421509e-5
1,1,7233,32.50000000000001,72.5,1.0,0.0
1,1,7238,37.50000000000001,72.5,1.0,1.8417409108462804e-6
1,1,7243,42.5,72.5,1.0,0.0
1,1,7248,47.5,72.5,1.0,9.229587841653148e-9
1,1,7253,52.50000000000001,72.5,1.0,2.1952813375637353e-5
1,1,7258,57.5,72.5,1.0,6.06210152115137e-5
1,1,7263,62.5,72.5,1.0,6.052418375350707e-5
1,1,7268,67.50000000000001,72.5,1.0,0.0
1,1,7273,72.5,72.5,1.0,0.0
1,1,7278,77.5,72.5,1.0,0.0
1,1,7283,82.5,72.5,1.0,1.5329305040649456e-5
1,1,7288,87.5,72.5,1.0,2.2674670413412864e-5
1,1,7293,92.5,72.5,1.0,1.65057483012577e-7
1,1,7298,97.5,72.5,1.0,0.0
1,1,7703,2.5000000000000004,77.5,1.0,0.0
1,1,7708,7.5,77.5,1.0,0.0
1,1,7713,12.5,77.5,1.0,2.784047549674677e-8
1,1,7718,17.5,77.5,1.0,1.769570206695847e-9
1,1,7723,22.5,77.5,1.0,1.5678901181633007e-7
1,1,7728,27.499999999999996,77.5,1.0,0.0
1,1,7733,32.50000000000001,77.5,1.0,1.1471446469785736e-5
1,1,7738,37.50000000000001,77.5,1.0,1.2104321044286532e-6
1,1,7743,42.5,77.5,1.0,1.1320998530878286e-6
1,1,7748,47.5,77.5,1.0,1.4487075737039072e-5
1,1,7753,52.50000000000001,77.5,1.0,0.00022331515335877772
1,1,7758,57.5,77.5,1.0,0.0
1,1,7763,62.5,77.5,1.0,0.0
1,1,7768,67.50000000000001,77.5,1.0,0.0
1,1,7773,72.5,77.5,1.0,9.161941304088613e-5
1,1,7778,77.5,77.5,1.0,2.0267791129799695e-11
1,1,7783,82.5,77.5,1.0,0.0
1,1,7788,87.5,77.5,1.0,3.472547880196127e-6
1,1,7793,92.5,77.5,1.0,0.0
1,1,7798,97.5,77.5,1.0,7.981475384695176e-6
1,1,8203,2.5000000000000004,82.5,1.0,5.272452654138208e-7
1,1,8208,7.5,82.5,1.0,0.0
1,1,8213,12.5,82.5,1.0,0.0
1,1,8218,17.5,82.5,1.0,0.0
1,1,8223,22.5,82.5,1.0,0.0
1,1,8228,27.499999999999996,82.5,1.0,7.221454559860886e-9
1,1,8233,32.50000000000001,82.5,1.0,0.0
1,1,8238,37.50000000000001,82.5,1.0,1.224141477791827e-5
1,1,8243,42.5,82.5,1.0,4.234985025348587e-8
1,1,8248,47.5,82.5,1.0,1.31510310222231e-7
1,1,8253,52.50000000000001,82.5,1.0,1.337272419255001e-8
1,1,8258,57.5,82.5,1.0,3.087545021929569e-5
1,1,8263,62.5,82.5,1.0,0.00025502589968670136
1,1,8268,67.50000000000001,82.5,1.0,0.0
1,1,8273,72.5,82.5,1.0,0.0
1,1,8278,77.5,82.5,1.0,2.8124411399550807e-7
1,1,8283,82.5,82.5,1.0,0.0
1,1,8288,87.5,82.5,1.0,1.443471359160983e-8
1,1,8293,92.5,82.5,1.0,0.0
1,1,8298,97.5,82.5,1.0,0.0
1,1,8703,2.5000000000000004,87.5,1.0,1.2111756512937848e-7
1,1,8708,7.5,87.5,1.0,0.0
1,1,8713,12.5,87.5,1.0,6.725823278220172e-6
1,1,8718,17.5,87.5,1.0,5.127843323275282e-6
1,1,8723,22.5,87.5,1.0,4.228008489003051e-8
1,1,8728,27.499999999999996,87.5,1.0,1.4097418502869415e-12
1,1,8733,32.50000000000001,87.5,1.0,1.5196362827318574e-10
1,1,8738,37.50000000000001,87.5,1.0,0.0
1,1,8743,42.5,87.5,1.0,2.3406667413421088e-5
1,1,8748,47.5,87.5,1.0,0.0
1,1,8753,52.50000000000001,87.5,1.0,0.0
1,1,8758,57.5,87.5,1.0,2.2629828806943215e-8
1,1,8763,62.5,87.5,1.0,8.066758197357748e-5
1,1,8768,67.50000000000001,87.5,1.0,2.9315404809489165e-5
1,1,8773,72.5,87.5,1.0,4.000305950690904e-5
1,1,8778,77.5,87.5,1.0,0.0
1,1,8783,82.5,87.5,1.0,0.0
1,1,8788,87.5,87.5,1.0,0.0
1,1,8793,92.5,87.5,1.0,0.0
1,1,8798,97.5,87.5,1.0,0.0
1,1,9203,2.5000000000000004,92.5,1.0,2.8152560932314557e-7
1,1,9208,7.5,92.5,1.0,6.058398571759127e-7
1,1,9213,12.5,92.5,1.0,0.0
1,1,9218,17.5,92.5,1.0,0.0
1,1,9223,22.5,92.5,1.0,0.0
1,1,9228,27.499999999999996,92.5,1.0,2.2979290909056635e-9
1,1,9233,32.50000000000001,92.5,1.0,0.0
1,1,9238,37.50000000000001,92.5,1.0,3.6436622774916914e-7
1,1,9243,42.5,92.5,1.0,4.940816377263729e-6
1,1,9248,47.5,92.5,1.0,0.0
1,1,9253,52.50000000000001,92.5,1.0,4.398879451741457e-6
1,1,9258,57.5,92.5,1.0,1.2314027830231763e-8
1,1,9263,62.5,92.5,1.0,0.0
1,1,9268,67.50000000000001,92.5,1.0,0.0
1,1,9273,72.5,92.5,1.0,6.253668661239527e-7
1,1,9278,77.5,92.5,1.0,8.163751338549856e-8
1,1,9283,82.5,92.5,1.0,0.0
1,1,9288,87.5,92.5,1.0,2.9614905884465605e-7
1,1,9293,92.5,92.5,1.0,6.439861152940167e-6
1,1,9298,97.5,92.5,1.0,0.0
1,1,9703,2.5000000000000004,97.5,1.0,3.2986269281896792e-9
1,1,9708,7.5,97.5,1.0,9.735980851313486e-6
1,1,9713,12.5,97.5,1.0,0.0
1,1,9718,17.5,97.5,1.0,1.2099965478006147e-5
1,1,9723,22.5,97.5,1.0,0.0
1,1,9728,27.499999999999996,97.5,1.0,1.6835298101661332e-7
1,1,9733,32.50000000000001,97.5,1.0,0.0
1,1,9738,37.50000000000001,97.5,1.0,0.0
1,1,9743,42.5,97.5,1.0,0.0
1,1,9748,47.5,97.5,1.0,0.0
1,1,9753,52.50000000000001,97.5,1.0,3.9619006391283005e-6
1,1,9758,57.5,97.5,1.0,0.0
1,1,9763,62.5,97.5,1.0,0.0
1,1,9768,67.50000000000001,97.5,1.0,0.0
1,1,9773,72.5,97.5,1.0,8.216553332296012e-7
1,1,9778,77.5,97.5,1.0,0.0
1,1,9783,82.5,97.5,1.0,0.0
1,1,9788,87.5,97.5,1.0,0.0
1,1,9793,92.5,97.5,1.0,1.34901195628739e-5
1,1,9798,97.5,97.5,1.0,2.461277649207241e-5
1,2,3111,10.5,31.5,1.0,1.153209761478055e-13
1,2,4032,31.5,40.5,1.0,0.001551312501999038
1,2,5747,46.5,57.5,1.0,5.38120280821159e-5
1,2,3628,27.499999999999996,36.5,1.0,5.671905034592886e-5
1,2,5971,70.5,59.49999999999999,1.0,0.0
1,2,1163,62.5,11.5,1.0,0.0
1,2,6436,35.5,64.50000000000001,1.0,0.00022208462961925397
1,2,6209,8.500000000000002,62.5,1.0,1.1882010102539928e-6
1,2,6064,63.5,60.5,1.0,5.36438716746363e-7
1,2,5110,9.5,51.5,1.0,0.0
1,2,5316,15.5,53.5,1.0,0.0002404336625348045
1,2,4242,41.5,42.5,1.0,0.0
1,2,2729,28.5,27.499999999999996,1.0,4.3947903322032136e-5
1,2,2601,0.5,26.500000000000004,1.0,3.827498227166318e-12
1,2,4631,30.5,46.5,1.0,6.29777853394694e-6
1,2,4622,21.5,46.5,1.0,0.004850965805785165
1,2,5508,7.5,55.5,1.0,0.00012641725794667065
1,2,2970,69.50000000000001,29.5,1.0,0.0
1,2,4207,6.5,42.5,1.0,0.0
1,2,3219,18.5,32.50000000000001,1.0,0.0002854239923806853
1,2,5995,94.5,59.49999999999999,1.0,1.4500242087663335e-5
1,2,5952,51.5,59.49999999999999,1.0,0.0
1,2,4845,44.5,48.5,1.0,2.9071382826820224e-7
1,2,4511,10.5,45.5,1.0,0.00036035975810470893
1,2,4581,80.5,45.5,1.0,4.273659384789961e-5
1,2,6628,27.499999999999996,66.5,1.0,5.66718085579694e-5
1,2,4521,20.5,45.5,1.0,0.0
1,2,4507,6.5,45.5,1.0,0.0008533420987979519
1,2,4087,86.5,40.5,1.0,0.0
1,2,2620,19.5,26.500000000000004,1.0,0.00018530835540140277
1,2,3033,32.50000000000001,30.5,1.0,2.2750241045562512e-5
1,2,3516,15.5,35.5,1.0,0.0
1,2,4308,7.5,43.5,1.0,1.1087661030754025e-12
1,2,5326,25.5,53.5,1.0,9.655115969333425e-7
1,2,5241,40.5,52.50000000000001,1.0,4.3481828355430384e-5
1,2,3963,62.5,39.5,1.0,0.0
1,2,3337,36.5,33.5,1.0,5.256690304816835e-15
1,2,3303,2.5000000000000004,33.5,1.0,1.4744100265511358e-7
1,2,4704,3.5,47.5,1.0,0.000275346141488272
1,2,5545,44.5,55.5,1.0,0.00026801425423830273
1,2,4117,16.500000000000004,41.5,1.0,0.0003525248576300049
1,2,5820,19.5,58.5,1.0,0.0
1,2,4136,35.5,41.5,1.0,0.0004354700684775384
1,2,3722,21.5,37.50000000000001,1.0,0.0009863189003042276
1,2,3218,17.5,32.50000000000001,1.0,0.0
1,2,5227,26.500000000000004,52.50000000000001,1.0,9.39840091718787e-5
1,2,6002,1.5000000000000002,60.5,1.0,7.316578962314604e-6
1,2,3305,4.500000000000001,33.5,1.0,1.3110159930679712e-5
1,2,5936,35.5,59.49999999999999,1.0,1.1322756162269331e-8
1,2,2729,28.5,27.499999999999996,1.0,0.0003299491349654993
1,2,3224,23.5,32.50000000000001,1.0,5.324552688086517e-6
1,2,4978,77.5,49.5,1.0,0.0
1,2,5528,27.499999999999996,55.5,1.0,0.0005931510914471362
1,2,5541,40.5,55.5,1.0,0.0
1,2,1575,74.50000000000001,15.5,1.0,0.0006533968794625543
1,2,5336,35.5,53.5,1.0,0.0
1,2,5042,41.5,50.5,1.0,0.0012189847835014536
1,2,3822,21.5,38.5,1.0,0.0
1,2,7963,62.5,79.5,1.0,0.0
1,2,6330,29.5,63.5,1.0,0.0
1,2,4417,16.500000000000004,44.5,1.0,0.0
1,2,6208,7.5,62.5,1.0,0.0001930163749655583
1,2,5939,38.5,59.49999999999999,1.0,6.975030714027376e-5
1,2,4016,15.5,40.5,1.0,2.1618012794321638e-5
1,2,5274,73.5,52.50000000000001,1.0,4.15597887025744e-6
1,2,4983,82.5,49.5,1.0,9.87653026039332e-6
1,2,4526,25.5,45.5,1.0,0.00018202046685812385
1,2,4049,48.5,40.5,1.0,0.00011674280485223984
1,2,5439,38.5,54.49999999999999,1.0,0.0
1,2,5076,75.5,50.5,1.0,2.9152460980239023e-7
1,2,6182,81.50000000000001,61.49999999999999,1.0,0.00015713060550035318
