time,vessel_idx,loc_idx,coord1,coord2,effort,catch_biomass
1,1,402,1.5000000000000002,4.500000000000001,1.0,0.0
1,1,406,5.5,4.500000000000001,1.0,0.0
1,1,410,9.5,4.500000000000001,1.0,3.860819105919874e-5
1,1,414,13.500000000000002,4.500000000000001,1.0,5.435982896963158e-7
1,1,418,17.5,4.500000000000001,1.0,0.0
1,1,422,21.5,4.500000000000001,1.0,1.2227002046900056e-5
1,1,426,25.5,4.500000000000001,1.0,2.3096816334334908e-8
1,1,430,29.5,4.500000000000001,1.0,1.0329299512174743e-5
1,1,434,33.5,4.500000000000001,1.0,2.8766174478202718e-6
1,1,438,37.50000000000001,4.500000000000001,1.0,0.0
1,1,442,41.5,4.500000000000001,1.0,0.0
1,1,446,45.5,4.500000000000001,1.0,5.951559293406244e-10
1,1,450,49.5,4.500000000000001,1.0,1.8684023966827877e-5
1,1,454,53.5,4.500000000000001,1.0,0.0
1,1,458,57.5,4.500000000000001,1.0,0.0
1,1,462,61.49999999999999,4.500000000000001,1.0,6.822322895025386e-8
1,1,466,65.5,4.500000000000001,1.0,0.00021601586952925888
1,1,470,69.50000000000001,4.500000000000001,1.0,0.0017621805284739167
1,1,474,73.5,4.500000000000001,1.0,0.004095388194637787
1,1,478,77.5,4.500000000000001,1.0,0.004356038312940001
1,1,482,81.50000000000001,4.500000000000001,1.0,1.1935773570339713e-6
1,1,486,85.5,4.500000000000001,1.0,0.00015201881670230002
1,1,490,89.5,4.500000000000001,1.0,0.0
1,1,494,93.5,4.500000000000001,1.0,5.136325002471841e-5
1,1,498,97.5,4.500000000000001,1.0,3.518158660092486e-6
1,1,1402,1.5000000000000002,14.5,1.0,3.36946551821453e-5
1,1,1406,5.5,14.5,1.0,4.0048762073109885e-5
1,1,1410,9.5,14.5,1.0,0.00023376417115774685
1,1,1414,13.500000000000002,14.5,1.0,0.0
1,1,1418,17.5,14.5,1.0,6.689773934187649e-5
1,1,1422,21.5,14.5,1.0,4.800120723233984e-7
1,1,1426,25.5,14.5,1.0,0.002204126636492316
1,1,1430,29.5,14.5,1.0,9.869548950729418e-8
1,1,1434,33.5,14.5,1.0,0.0006382949442581164
1,1,1438,37.50000000000001,14.5,1.0,5.292579537492193e-7
1,1,1442,41.5,14.5,1.0,0.0002958479174748857
1,1,1446,45.5,14.5,1.0,1.985707287577715e-5
1,1,1450,49.5,14.5,1.0,0.0003997416142285638
1,1,1454,53.5,14.5,1.0,1.2495634113699002e-7
1,1,1458,57.5,14.5,1.0,4.22442900748905e-5
1,1,1462,61.49999999999999,14.5,1.0,0.0008773039793663951
1,1,1466,65.5,14.5,1.0,0.01919776575453441
1,1,1470,69.50000000000001,14.5,1.0,8.748736548109516e-6
1,1,1474,73.5,14.5,1.0,0.0038193464678634194
1,1,1478,77.5,14.5,1.0,0.0033933198792011733
1,1,1482,81.50000000000001,14.5,1.0,0.0
1,1,1486,85.5,14.5,1.0,0.0
1,1,1490,89.5,14.5,1.0,1.7693306423317684e-5
1,1,1494,93.5,14.5,1.0,2.7692597518095545e-7
1,1,1498,97.5,14.5,1.0,1.1857407407236436e-5
1,1,2402,1.5000000000000002,24.5,1.0,7.389602546226974e-5
1,1,2406,5.5,24.5,1.0,0.0
1,1,2410,9.5,24.5,1.0,7.931214214096334e-6
1,1,2414,13.500000000000002,24.5,1.0,0.004969034161674237
1,1,2418,17.5,24.5,1.0,0.007961555352931362
1,1,2422,21.5,24.5,1.0,7.228494485863706e-5
1,1,2426,25.5,24.5,1.0,0.0062832463472378185
1,1,2430,29.5,24.5,1.0,0.0
1,1,2434,33.5,24.5,1.0,2.1102198538239874e-5
1,1,2438,37.50000000000001,24.5,1.0,0.0026149055502817237
1,1,2442,41.5,24.5,1.0,0.0
1,1,2446,45.5,24.5,1.0,7.15489798749292e-5
1,1,2450,49.5,24.5,1.0,0.0009728958865838242
1,1,2454,53.5,24.5,1.0,0.0009616270490173776
1,1,2458,57.5,24.5,1.0,0.0
1,1,2462,61.49999999999999,24.5,1.0,0.0012718003602543923
1,1,2466,65.5,24.5,1.0,0.0017476461975035613
1,1,2470,69.50000000000001,24.5,1.0,0.0001447451961825091
1,1,2474,73.5,24.5,1.0,0.0
1,1,2478,77.5,24.5,1.0,2.6209711448988378e-5
1,1,2482,81.50000000000001,24.5,1.0,6.354310688717388e-7
1,1,2486,85.5,24.5,1.0,1.7501090154200586e-8
1,1,2490,89.5,24.5,1.0,0.0001266363815120823
1,1,2494,93.5,24.5,1.0,0.0019103099282239161
1,1,2498,97.5,24.5,1.0,0.0013414343676604146
1,1,3402,1.5000000000000002,34.5,1.0,4.650178736565722e-5
1,1,3406,5.5,34.5,1.0,0.0024191395969346548
1,1,3410,9.5,34.5,1.0,1.2618672602248357e-8
1,1,3414,13.500000000000002,34.5,1.0,5.398483085625097e-6
1,1,3418,17.5,34.5,1.0,0.02505110454027047
1,1,3422,21.5,34.5,1.0,0.004130386028007896
1,1,3426,25.5,34.5,1.0,0.009989851748655878
1,1,3430,29.5,34.5,1.0,0.0
1,1,3434,33.5,34.5,1.0,0.0019696105676450114
1,1,3438,37.50000000000001,34.5,1.0,0.0003659753455067868
1,1,3442,41.5,34.5,1.0,1.0945437325369431e-5
1,1,3446,45.5,34.5,1.0,0.0031788033114427605
1,1,3450,49.5,34.5,1.0,0.0
1,1,3454,53.5,34.5,1.0,2.1021764932574023e-5
1,1,3458,57.5,34.5,1.0,0.002035344867965095
1,1,3462,61.49999999999999,34.5,1.0,0.0007638722422130533
1,1,3466,65.5,34.5,1.0,0.0017125555845708363
1,1,3470,69.50000000000001,34.5,1.0,0.0
1,1,3474,73.5,34.5,1.0,4.20849308480528e-8
1,1,3478,77.5,34.5,1.0,2.397453497774608e-5
1,1,3482,81.50000000000001,34.5,1.0,8.95670353425246e-5
1,1,3486,85.5,34.5,1.0,0.000980967361176471
1,1,3490,89.5,34.5,1.0,3.9397802513226055e-5
1,1,3494,93.5,34.5,1.0,4.8646887264095916e-5
1,1,3498,97.5,34.5,1.0,0.0008031273124696283
1,1,4402,1.5000000000000002,44.5,1.0,0.02558374166575838
1,1,4406,5.5,44.5,1.0,0.02243588783065468
1,1,4410,9.5,44.5,1.0,0.01590964660787864
1,1,4414,13.500000000000002,44.5,1.0,0.0008051759071746008
1,1,4418,17.5,44.5,1.0,0.0
1,1,4422,21.5,44.5,1.0,0.0004313740412121133
1,1,4426,25.5,44.5,1.0,0.00018567210825845586
1,1,4430,29.5,44.5,1.0,0.029346941970335296
1,1,4434,33.5,44.5,1.0,0.018720528642937002
1,1,4438,37.50000000000001,44.5,1.0,1.056328365234626e-5
1,1,4442,41.5,44.5,1.0,0.004241016632583732
1,1,4446,45.5,44.5,1.0,0.0027807768334436444
1,1,4450,49.5,44.5,1.0,0.0
1,1,4454,53.5,44.5,1.0,0.0006351365032115771
1,1,4458,57.5,44.5,1.0,0.003718747011263843
1,1,4462,61.49999999999999,44.5,1.0,0.01128586461394721
1,1,4466,65.5,44.5,1.0,0.0
1,1,4470,69.50000000000001,44.5,1.0,0.0
1,1,4474,73.5,44.5,1.0,0.011931039398156996
1,1,4478,77.5,44.5,1.0,0.0001350139831467969
1,1,4482,81.50000000000001,44.5,1.0,0.0031005608096057696
1,1,4486,85.5,44.5,1.0,2.0521122054471648e-5
1,1,4490,89.5,44.5,1.0,0.0
1,1,4494,93.5,44.5,1.0,1.741153176494926e-7
1,1,4498,97.5,44.5,1.0,2.3307958135257097e-5
1,1,5402,1.5000000000000002,54.49999999999999,1.0,1.6244864492239065e-5
1,1,5406,5.5,54.49999999999999,1.0,0.006043652066585895
1,1,5410,9.5,54.49999999999999,1.0,0.008520502720016879
1,1,5414,13.500000000000002,54.49999999999999,1.0,0.001320946928275308
1,1,5418,17.5,54.49999999999999,1.0,0.00015812089229070645
1,1,5422,21.5,54.49999999999999,1.0,0.0
1,1,5426,25.5,54.49999999999999,1.0,0.0039008568976811628
1,1,5430,29.5,54.49999999999999,1.0,0.004736075008472777
1,1,5434,33.5,54.49999999999999,1.0,0.01095918070257045
1,1,5438,37.50000000000001,54.49999999999999,1.0,6.707185169027417e-5
1,1,5442,41.5,54.49999999999999,1.0,0.0038985537216120487
1,1,5446,45.5,54.49999999999999,1.0,0.0
1,1,5450,49.5,54.49999999999999,1.0,0.015024051689398332
1,1,5454,53.5,54.49999999999999,1.0,0.0007012018136326258
1,1,5458,57.5,54.49999999999999,1.0,0.0020540172545787084
1,1,5462,61.49999999999999,54.49999999999999,1.0,0.0
1,1,5466,65.5,54.49999999999999,1.0,7.167154043705066e-8
1,1,5470,69.50000000000001,54.49999999999999,1.0,0.02897330521748219
1,1,5474,73.5,54.49999999999999,1.0,0.0
1,1,5478,77.5,54.49999999999999,1.0,0.0
1,1,5482,81.50000000000001,54.49999999999999,1.0,6.021991669291705e-6
1,1,5486,85.5,54.49999999999999,1.0,1.8534739976865345e-6
1,1,5490,89.5,54.49999999999999,1.0,0.0006288033403399277
1,1,5494,93.5,54.49999999999999,1.0,0.0012921192567689123
1,1,5498,97.5,54.49999999999999,1.0,0.004557146889901901
1,1,6402,1.5000000000000002,64.50000000000001,1.0,0.0
1,1,6406,5.5,64.50000000000001,1.0,0.003017545179775399
1,1,6410,9.5,64.50000000000001,1.0,1.1169556367117763e-5
1,1,6414,13.500000000000002,64.50000000000001,1.0,0.003972392375148095
1,1,6418,17.5,64.50000000000001,1.0,0.0030578658712544253
1,1,6422,21.5,64.50000000000001,1.0,0.011425992626539927
1,1,6426,25.5,64.50000000000001,1.0,0.013278113494871336
1,1,6430,29.5,64.50000000000001,1.0,0.004467047661611125
1,1,6434,33.5,64.50000000000001,1.0,0.0007627664114932438
1,1,6438,37.50000000000001,64.50000000000001,1.0,0.0006678044418519773
1,1,6442,41.5,64.50000000000001,1.0,0.0023830083717997484
1,1,6446,45.5,64.50000000000001,1.0,0.00782474131060856
1,1,6450,49.5,64.50000000000001,1.0,0.0
1,1,6454,53.5,64.50000000000001,1.0,0.00016044723935560665
1,1,6458,57.5,64.50000000000001,1.0,0.00018041770907928933
1,1,6462,61.49999999999999,64.50000000000001,1.0,0.0
1,1,6466,65.5,64.50000000000001,1.0,2.024620303713662e-5
1,1,6470,69.50000000000001,64.50000000000001,1.0,7.964674373011023e-8
1,1,6474,73.5,64.50000000000001,1.0,0.00390116769655902
