pop
100.0
99.79061417058439
99.5476936346748
99.32102445871388
99.10917206208939
98.94001188426674
98.74164807464089
98.55124250830858
98.33696174499454
98.14521596563378
97.94099606043004
97.74789480308388
97.53620811149577
97.37499023719428
97.16962494577464
96.95860394636978
96.76943307517789
96.5713629124168
96.3661076801761
96.18403062986886
